	address	attributes	AcceptsInsurance	AgesAllowed	Alcohol	Ambience	BYOB	BYOBCorkage	BestNights	BikeParking	BusinessAcceptsBitcoin	BusinessAcceptsCreditCards	BusinessParking	ByAppointmentOnly	Caters	CoatCheck	Corkage	DietaryRestrictions	DogsAllowed	DriveThru	GoodForDancing	GoodForKids	GoodForMeal	HairSpecializesIn	HappyHour	HasTV	Music	NoiseLevel	Open24Hours	OutdoorSeating	RestaurantsAttire	RestaurantsCounterService	RestaurantsDelivery	RestaurantsGoodForGroups	RestaurantsPriceRange2	RestaurantsReservations	RestaurantsTableService	RestaurantsTakeOut	Smoking	WheelchairAccessible	WiFi	business_id	categories	city	hours	Friday	Monday	Saturday	Sunday	Thursday	Tuesday	Wednesday	is_open	latitude	longitude	name	neighborhood	postal_code	review_count	stars	state	cuisine
5056	8620 W Cheyenne Ave					{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}						True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}							True		True	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}			False				False	casual		True	True	1	False		True			free	7Ppgpgva-HP3o3h-xp2sWw	American (Traditional), Restaurants, Food, Burgers, Coffee & Tea, Fast Food	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.219152	-115.281428	McDonald's	Northwest	89129	13	2.0	NV	american
5164	5866 Boulder Hwy				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}			{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}	True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False	False					True	False	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': False}	very_loud		False	casual		False	True	1	False	False	True	yes		free	MWyv0delstZwPcBkGzmwbA	Restaurants, Nightlife, Bars, Sports Bars, American (Traditional)	Las Vegas		6:0-5:30	6:0-5:30	6:0-5:30	6:0-5:30	6:0-5:30	6:0-5:30	6:0-5:30	1	36.095174	-115.045194	Legends Sports Bar & Grill	Southeast	89122	27	4.0	NV	american
5331	4100 Paradise Rd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False							False	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}			True		average		False	casual		False	True	2	True	True	False			free	_V0yJdpXrbdKzBDoVSJGWA	Event Planning & Services, Casinos, Food, Hotels, American (Traditional), Restaurants, Do-It-Yourself Food, Arts & Entertainment, Hotels & Travel	Las Vegas									1	36.1141583	-115.1535379	Silver Sevens Hotel and Casino	Eastside	89169	347	2.5	NV	american
5410	823 E Ogden Ave									True		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}																						1							7vWb1Afpm2arr8NCaE_EyQ	American (Traditional), Food, Restaurants, Convenience Stores	Las Vegas		8:0-23:0	8:0-23:0	8:0-23:0	8:0-23:0	8:0-23:0	8:0-23:0	8:0-23:0	0	36.1687145	-115.1355313	Ogden Mart	Downtown	89101	8	4.5	NV	american
5795	5165 S Fort Apache Rd, Ste 150				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True							True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}			True		average		True	casual		False	True	1	False	False	True		True	no	V-0qRzBHKixmQgon_fW_AA	Food, American (Traditional), Barbeque, Hawaiian, Restaurants, Asian Fusion	Las Vegas		10:30-21:0	10:30-21:0	10:30-21:0		10:30-21:0	10:30-21:0	10:30-21:0	1	36.0957104	-115.2982167	Makai Pacific Island Grill	Spring Valley	89148	495	4.5	NV	american
6013	5715 S Pecos Rd				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True							True	{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}			True		quiet		False	casual		True	True	2	False	True	True		True	free	BjS35X3-_-9TP-RyfzoC_Q	Diners, Restaurants, American (Traditional), Breakfast & Brunch	Las Vegas		7:0-15:0	7:0-15:0	7:0-15:0	7:0-15:0	7:0-15:0	7:0-15:0	7:0-15:0	1	36.08598903	-115.101469707	Hometown Eats	Southeast	89120	248	4.0	NV	american
6635	9051 W Charleston Blvd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': True, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}	True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False	False					False	True	{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	average		False	casual		False	True	2	False	True	True			no	O9LDS66IUKIBkGz_uFZKWQ	Tex-Mex, Bars, American (Traditional), Nightlife, Restaurants	Las Vegas		11:0-23:0	11:0-22:30	11:0-23:0	11:0-22:0	11:0-22:30	11:0-22:30	11:0-22:30	1	36.1584759	-115.2930652	Chili's	Westside	89117	121	3.0	NV	american
6753	Golden Gate Hotel and Casino, One Fremont St				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}						True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}									True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}							False	casual		False	True	1	False	True	True		True		O6eGmbnnbh0Jq80AAIfzjA	American (Traditional), Restaurants	Las Vegas									0	36.1653094	-115.1315065	Bay City Diner	Downtown	89101	15	3.5	NV	american
6787	4830 W Sunset Rd				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}				False		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False					True		True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}			False		average		False	casual		False	True	1	False	False	True		False	no	FaoMHRFjrZvD9_RvYZX4oQ	Chicken Wings, American (Traditional), Southern, Restaurants, Fast Food	Las Vegas		10:0-23:0	10:0-23:0	10:0-23:0	10:0-23:0	10:0-23:0	10:0-23:0	10:0-23:0	1	36.0721266	-115.2068949	Popeyes Louisiana Kitchen		89118	30	2.5	NV	american
7093	8000 W Sahara Ave				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				False		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True							True	{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}			False		average		False	casual		False	True	1	False	True	True		True	free	PLVJCN2p1MIkeDzIbAx9kA	American (Traditional), Breakfast & Brunch, Restaurants, Diners	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.1443071533	-115.266170865	Denny's	Westside	89117	88	2.5	NV	american
7332	2901 S Las Vegas Blvd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': True, 'trendy': False, 'upscale': False, 'casual': False}				False	False	True	{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}		False							True	{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}			False		average		False	casual		False	True	2	False	True	True		True	no	Oh62VtPS3Jj9e6CNRxJh5w	Cafes, Asian Fusion, American (Traditional), Chinese, Restaurants	Las Vegas		11:0-22:0	11:0-22:0	11:0-22:0	11:0-22:0	11:0-22:0	11:0-22:0	11:0-22:0	0	36.1356446	-115.1615118	Banana Leaf Café	The Strip	89109	65	2.5	NV	american
7589	6640 N. Durango Dr, Ste 110				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}	False		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True	False					False	True	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	loud		False	casual		False	True	2	False	True	True	outdoor	True	free	uDeycmwCy26ALJHeG3SsEA	American (Traditional), Restaurants, Sports Bars, Chicken Wings, Nightlife, Bars	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.2812317365	-115.286151141	Buffalo Wild Wings	Centennial	89149	268	3.0	NV	american
8010	3231 N Decatur Blvd, Ste 101				beer_and_wine	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}									True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}			True				True	casual		True	True	1	False		True			free	JSUmoa3hFNfoDYLbYNNLOQ	Seafood, Mexican, Breakfast & Brunch, Restaurants, American (Traditional)	Las Vegas		8:0-20:30	8:0-20:30	8:0-20:30	10:0-18:0	8:0-20:30	8:0-20:30	8:0-20:30	1	36.2176284252	-115.20833306	El Nopal Mexican Grill	Northwest	89130	26	3.5	NV	american
8951	3377 So Las Vegas Blvd				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				False		True	{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False					False		True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}			False		average		False	casual		False	True	2	False	True	True		True	no	7xEgy2btCKLdTe1vD14ABw	Burgers, Restaurants, Diners, American (Traditional), Sandwiches	Las Vegas		10:0-0:0	10:0-11:0	10:0-0:0	10:0-11:0	10:0-11:0	10:0-11:0	10:0-11:0	1	36.1212025005	-115.168299932	Johnny Rockets	The Strip	89109	51	3.0	NV	american
8978	7430 Las Vegas Blvd South, Suite 120				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}	True		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		True	False					False	True	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	loud		False	casual		False	True	2	False	True	True	no	True	free	7Xw_vv-ekUL2sTqipnKT0g	Nightlife, Restaurants, Chicken Wings, Bars, Barbeque, Sports Bars, American (Traditional)	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.054301	-115.171477	Buffalo Wild Wings	Southeast	89123	432	2.5	NV	american
9621	344 E Desert Inn Rd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}	True	False	True	{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}		True	False			False		False	True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	average		True	casual		False	True	1	False	True	True	outdoor	True	free	0Yeb_P24sj6MwG2qmuehkA	Arts & Entertainment, Restaurants, Nightlife, Bars, Sports Bars, Casinos, American (Traditional), Karaoke	Las Vegas		8:0-0:0	8:0-23:0	8:0-0:0	8:0-21:0	8:0-0:0	8:0-23:0	8:0-23:0	1	36.1299495427	-115.161028004	Till's Bar		89109	51	4.5	NV	american
10280	3333 Blue Diamond Rd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False							True	{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}			True		average		False	casual		False	True	2	False	True	True		True	no	H8umkLwMkM0vP5B8oPiozQ	American (Traditional), Restaurants	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.0420620086	-115.183415054	Sundance Grill	Southwest	89139	167	3.0	NV	american
10452	1280 S Decatur Blvd				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False							True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}			False		average		False	casual	True	False	True	2	False	True	True		True	no	y0x795PyDX8JL_oyIaTUiQ	Diners, Breakfast & Brunch, Restaurants, American (Traditional)	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.156431	-115.2077526	Blueberry Hill Family Restaurant	Westside	89102	460	3.5	NV	american
10941	8175 Arville St				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False							True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}			True		quiet		False	casual		False	True	1	False	True	True			no	kXxSkjIByGp4X6-FIO8_Qw	Diners, Breakfast & Brunch, American (Traditional), Restaurants	Las Vegas		7:30-14:30	7:30-14:30	7:30-14:30	8:0-13:30	7:30-14:30	7:30-14:30	7:30-14:30	1	36.0408979678	-115.199683271	The Diner at LVM Resort	Southwest	89139	145	4.5	NV	american
11139	7341 W Lake Mead Blvd				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False							True	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}			False		average		False	casual		False	True	1	False	True	True		True	free	rwfZVEomWWGb-1wrvCpRuQ	Breakfast & Brunch, American (Traditional), Diners, Restaurants	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.1956311925	-115.252422275	Denny's		89128	69	2.5	NV	american
11193	7680 S Las Vegas Blvd				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False					False		True	{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}			False		average		False	casual		False	True	2	False	True	True			no	ac3laXcJnclYZAO65XAcmA	Breakfast & Brunch, Diners, American (Traditional), Burgers, Restaurants	Las Vegas		6:0-22:0	6:0-22:0	6:0-22:0	6:0-22:0	6:0-22:0	6:0-22:0	6:0-22:0	1	36.050586	-115.171451	Black Bear Diner	Southeast	89123	287	4.0	NV	american
11749	1950 N Buffalo Dr				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}	True		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False	False					False	False	{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': True, 'brunch': True}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}	average		False	casual		False	True	1	False	True	True	yes	True	free	fBdZXMF0QyhehC_fri4JZg	American (Traditional), Restaurants, Sports Bars, Bars, Nightlife	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.1950777	-115.2596338	Charlie's Down Under		89128	59	4.0	NV	american
11815	6400 S Eastern Ave, Ste 25				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True				True			True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}			True		quiet		False	casual		True	True	1	True	True	True		True	free	XarMlmD4QuRgGdoYoKRRSQ	Pizza, Food, Restaurants, Sandwiches, Italian, American (Traditional)	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.0730551	-115.117149	Joe Philly's Pizza	Southeast	89119	180	3.5	NV	american
11952	3720 N Durango Dr				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False							True	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}			False		average		False	casual		False	True	1	False	False	True			no	aQFXeuyxTF9xIeytWtrYKA	Restaurants, American (Traditional)	Las Vegas									0	36.221106084	-115.278553963	A&W All American Food	Northwest	89129	17	2.0	NV	american
12373	2301 E Sunset Rd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False	False					False	False	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}		False	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	quiet		False	casual		False	True	2	False	True	True			no	kiweDovyXezj-ZMpB1tlXg	Restaurants, Pubs, American (Traditional), Breweries, Food, Arts & Entertainment, Bars, Casinos, Nightlife	Las Vegas		6:0-6:0	6:0-6:0	6:0-6:0	6:0-6:0	6:0-6:0	6:0-6:0	6:0-6:0	1	36.0708749	-115.1200613	Village Pub & Poker	Southeast	89119	45	4.0	NV	american
12400	1800 E Flamingo Rd				full_bar							True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}									True	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}							True	casual		False	True	2		True	True		True		eWYpJIv1xDaNAmRTT_WjeQ	Restaurants, American (Traditional)	Las Vegas									0	36.1151472	-115.127891	T.G.I. Friday's	Eastside	89119	3	3.0	NV	american
12605	9890 S Maryland Pkwy				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}						True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False				False			True	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}			False		average		True	casual		False	True	1	False	True	True		True	free	THadh2gExZ0AxzcLJbJf9g	Breakfast & Brunch, Restaurants, American (Traditional)	Las Vegas		7:0-15:0	7:0-15:0	7:0-15:0	7:0-15:0	7:0-15:0	7:0-15:0	7:0-15:0	0	36.01212	-115.153241	New Day Cafe	Southeast	89183	24	3.5	NV	american
12818	4178 Koval Ln				beer_and_wine	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False							False	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}			True		loud		False	casual		False	True	2	False	True	True			free	EdIFp1tdPi1267hm3da6Nw	American (Traditional), Barbeque, Restaurants	Las Vegas		16:0-23:0	16:0-22:0	16:0-23:0	16:0-22:0	16:0-22:0	16:0-22:0	16:0-22:0	1	36.1112674181	-115.164153054	Ellis Island BBQ	Eastside	89109	155	4.0	NV	american
13763	1875 S Decatur Blvd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}						True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False				False	False		False	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}			True		average		False	casual		False	True	2	False	True	True		True	no	BjoG1A78mIEl6on-HNSilw	Restaurants, Burgers, American (Traditional), Cheesesteaks	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0	36.1511621	-115.2086136	The Triple Play	Westside	89102	33	4.5	NV	american
14174	7017 Spring Mountain Rd				beer_and_wine	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}	False	yes_free		True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True		False					True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}			True		average		False	casual		False	True	2	False	False	True		True	no	HD4JDFoc_htq5VYESJT8gw	Chicken Wings, Restaurants, American (Traditional), Fast Food	Las Vegas		10:30-0:0	10:30-0:0	10:30-0:0	10:30-0:0	10:30-0:0	10:30-0:0	10:30-0:0	1	36.1252875	-115.2462028	Wingstop	Chinatown	89117	132	3.5	NV	american
14997	3050 E Desert Inn Rd, Ste 140				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False							True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}			False		average		True	casual		False	True	1	False	True	True		True	free	Ipkl7KtlqxCe8bMMkwHwPQ	Diners, Burgers, Restaurants, Comfort Food, Breakfast & Brunch, American (Traditional)	Las Vegas		7:0-21:0	7:0-21:0	7:0-21:0	7:0-15:0	7:0-21:0	7:0-21:0	7:0-21:0	1	36.1299939935	-115.107554898	50's Diner Omelet House	Eastside	89121	298	4.0	NV	american
15566	3466 S Decatur Blvd, Ste E				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}				False	False	True	{'garage': True, 'street': False, 'validated': True, 'lot': True, 'valet': False}		False							True	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}			False		average		True	casual		False	True	1	False	False	True		True	free	01VPJkcU0m8WzlA7dCEpVQ	Tea Rooms, Taiwanese, Bubble Tea, American (Traditional), Coffee & Tea, Food, Restaurants, Juice Bars & Smoothies	Las Vegas		12:0-0:0	12:0-0:0	12:0-0:0	12:0-0:0	12:0-0:0	12:0-0:0	12:0-0:0	1	36.1267709351	-115.207615909	Tea Space	Chinatown	89102	271	4.5	NV	american
15686	6520 Boulder Hwy				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False							True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}			False		average		False	casual		False	True	2	False	True	True		True	no	AqfEIxefqdArIWf9YUVAtQ	Restaurants, Breakfast & Brunch, American (Traditional)	Las Vegas		7:0-15:0	7:0-15:0	7:0-15:0	7:0-15:0	7:0-15:0	7:0-15:0	7:0-15:0	1	36.0827233144	-115.03153704	Omelet House		89122	267	4.0	NV	american
15846	Palace Station, 2411 West Sahara Ave				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}							False		True	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}			True		average		False	casual		False	True	2	False	False	True				S9Mq_9OmsL-_azC4Kczl4w	Burgers, American (Traditional), Restaurants, Food, Desserts, Sandwiches, Diners	Las Vegas									0	36.1428688398	-115.174976784	Johnny Rockets		89102	13	1.5	NV	american
15862	3750 South Las Vegas Blvd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				False		True	{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False					False		True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}			True		average		False	casual		False	True	2	False	True	True		True	free	iIwKW2cBAxjElE8eUzjwqA	American (Traditional), Salad, Burgers, Sandwiches, Restaurants	Las Vegas		11:0-1:0	11:0-0:0	11:0-1:0	11:0-0:0	11:0-0:0	11:0-0:0	11:0-0:0	1	36.1058300263	-115.173315049	Bobby's Burger Palace	The Strip	89109	1162	4.0	NV	american
16315	1600 N Martin Luther King Blvd				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}						True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}										{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}			True				False	casual		False	True	2	False	False	True			no	hJgdrSbwhkp3-GbAyS79Gg	Restaurants, Barbeque, American (Traditional)	Las Vegas		8:0-22:0	8:0-22:0	8:0-22:0	8:0-21:0	8:0-22:0	8:0-22:0	8:0-22:0	0	36.1887789	-115.160131	Pit Boss BBQ		89106	11	4.0	NV	american
